wage,exper,union,service,educ,looks,sex,race,status,health
7.69000005722046,10,yes,no,13,2,male,white,married,yes
12.5,31,no,no,16,3,male,white,married,yes
2.8199999332428,18,no,yes,12,3,male,white,married,yes
12.3100004196167,9,yes,no,17,3,male,white,single,yes
13.2200002670288,42,no,no,16,3,male,white,married,yes
16.8299999237061,14,no,no,16,4,male,white,married,yes
11.539999961853,27,no,no,16,3,male,white,married,yes
4.94999980926514,20,no,yes,14,3,female,black,single,yes
7.21000003814697,14,no,no,17,3,male,white,married,yes
11.5799999237061,4,no,no,17,3,male,white,married,yes
15.3800001144409,13,no,no,17,3,male,white,married,yes
6.09999990463257,5,no,yes,17,3,male,white,married,yes
7.92999982833862,32,no,yes,17,3,male,white,married,yes
9.15999984741211,19,yes,yes,17,4,female,white,married,yes
6.90999984741211,14,no,yes,17,4,female,white,single,yes
20.1800003051758,28,no,yes,17,3,male,white,married,yes
9.93000030517578,31,yes,no,17,3,male,white,married,yes
7.78999996185303,18,no,no,13,4,male,white,married,yes
5.13000011444092,23,no,yes,5,3,male,white,married,yes
10.9899997711182,14,no,no,16,4,male,white,married,yes
6.55999994277954,17,no,no,13,2,male,white,married,yes
10.1000003814697,16,no,no,13,3,male,white,married,yes
10.7399997711182,19,no,no,16,3,male,white,married,yes
16.3500003814697,26,no,no,17,3,male,white,married,yes
4.61999988555908,20,no,yes,12,4,female,white,married,yes
7.48999977111816,18,no,no,17,3,male,white,married,yes
19.2299995422363,35,no,no,17,3,male,white,married,yes
4.76999998092651,9,no,yes,17,4,female,white,single,yes
7.1399998664856,20,no,yes,17,2,female,white,single,yes
14.4200000762939,7,no,yes,17,4,male,white,married,yes
9.27999973297119,40,no,yes,17,4,male,white,single,yes
29.9799995422363,12,no,yes,17,3,male,white,married,yes
32.7900009155273,33,no,yes,16,4,male,white,married,yes
9.61999988555908,16,no,no,16,3,male,white,married,yes
8.35999965667725,15,no,no,16,3,female,white,married,yes
21.6299991607666,11,no,yes,17,3,male,white,married,yes
15.8999996185303,24,no,yes,17,4,male,white,married,yes
5.76999998092651,6,no,yes,17,2,male,white,married,yes
20.9899997711182,40,no,yes,17,2,male,white,married,yes
23.3199996948242,15,no,yes,17,5,male,white,married,yes
4.96999979019165,9,no,yes,17,4,male,white,married,yes
6.8899998664856,16,no,no,17,2,male,white,married,yes
5.73000001907349,12,no,yes,13,2,female,white,single,yes
5.19000005722046,8,no,yes,17,3,male,white,married,yes
7.78999996185303,25,yes,yes,17,3,female,white,single,yes
8.78999996185303,24,yes,yes,16,3,female,white,married,yes
9.31999969482422,25,yes,no,17,4,female,white,single,yes
8.32999992370605,7,no,yes,17,4,female,white,single,yes
10.1199998855591,40,no,yes,10,3,female,black,single,yes
1.98000001907349,29,no,yes,8,3,female,white,single,no
8.23999977111816,13,no,yes,17,4,female,white,married,yes
5.05000019073486,5,no,yes,14,4,female,white,single,yes
6.55000019073486,10,no,no,16,3,female,white,married,yes
4.46999979019165,25,yes,yes,13,3,male,white,married,yes
7.96000003814697,10,no,yes,16,3,female,white,married,yes
6.25,20,no,yes,17,2,male,white,single,yes
4.13000011444092,7,no,no,16,3,male,white,single,yes
6.73000001907349,25,no,yes,13,2,female,white,married,yes
7.69000005722046,8,no,yes,17,3,female,white,single,yes
4.34999990463257,8,no,yes,14,2,female,white,married,yes
7.69000005722046,28,no,no,14,3,male,white,married,yes
4.80999994277954,37,no,yes,16,2,male,white,married,yes
5.23999977111816,31,no,yes,17,3,male,white,married,yes
2.14000010490417,24,no,yes,16,4,male,white,married,yes
4.48999977111816,33,no,yes,17,4,male,white,married,yes
3.60999989509583,8,no,yes,17,4,male,white,married,yes
5.44999980926514,33,no,yes,17,3,male,white,married,yes
5.0,30,no,yes,17,3,male,white,married,yes
6.73000001907349,23,no,yes,17,3,male,white,married,yes
10.0500001907349,24,no,no,16,3,male,white,married,yes
6.53999996185303,4,no,no,17,4,male,white,married,yes
9.19999980926514,40,no,yes,17,3,female,white,single,yes
4.61999988555908,1,no,yes,16,3,female,white,single,yes
3.36999988555908,36,no,yes,13,3,female,black,single,yes
5.53999996185303,7,no,yes,17,4,female,white,single,yes
6.1100001335144,7,no,no,12,5,female,white,married,yes
4.98999977111816,14,no,yes,13,3,female,white,single,yes
5.88000011444092,7,no,yes,17,3,female,white,married,yes
5.65999984741211,11,yes,yes,16,4,female,white,single,yes
4.0,6,no,yes,16,3,male,white,married,yes
6.86999988555908,23,no,yes,16,3,female,white,married,yes
4.36999988555908,19,no,yes,17,2,female,white,single,yes
5.76999998092651,30,no,no,13,3,male,white,married,yes
5.76999998092651,21,no,yes,17,4,male,white,married,yes
12.3100004196167,9,no,yes,17,4,male,white,married,yes
19.0799999237061,29,yes,yes,17,3,male,white,married,yes
7.55000019073486,9,no,yes,17,3,female,white,single,yes
5.90000009536743,18,no,yes,17,4,female,white,single,yes
6.36999988555908,26,no,yes,17,3,female,white,single,yes
6.15000009536743,21,yes,yes,17,4,male,white,married,yes
1.91999995708466,12,yes,yes,17,2,female,white,married,yes
3.26999998092651,11,no,yes,17,3,male,white,single,yes
2.1800000667572,18,no,yes,17,4,male,white,single,yes
5.61999988555908,22,no,yes,17,3,male,white,married,yes
9.28999996185303,38,no,yes,17,4,female,white,single,yes
6.40999984741211,10,yes,yes,17,3,female,white,married,yes
7.46000003814697,22,yes,yes,16,3,female,white,married,yes
6.59000015258789,16,yes,yes,17,2,female,white,single,yes
6.73000001907349,20,yes,yes,17,2,female,white,married,yes
5.6100001335144,14,yes,yes,16,3,female,white,married,yes
3.65000009536743,14,no,yes,16,4,female,white,married,yes
13.0100002288818,15,yes,yes,17,4,male,white,married,yes
6.96999979019165,18,yes,yes,17,3,male,white,single,yes
7.69000005722046,21,yes,yes,17,3,female,white,married,yes
6.73000001907349,15,no,yes,16,3,male,white,married,yes
5.13000011444092,10,yes,yes,17,3,female,white,single,yes
2.14000010490417,6,no,yes,16,4,female,white,married,yes
4.53000020980835,8,yes,yes,14,2,female,white,married,yes
9.10000038146973,18,no,yes,17,2,female,white,single,yes
9.77999973297119,15,yes,yes,17,3,female,white,single,yes
3.63000011444092,11,no,yes,13,4,female,white,married,yes
7.21000003814697,20,yes,yes,17,3,female,black,married,no
10.6199998855591,18,yes,yes,17,3,female,white,married,yes
4.61999988555908,10,yes,yes,17,3,female,white,married,yes
6.53999996185303,26,yes,yes,14,3,female,white,single,yes
12.1199998855591,35,yes,yes,17,3,female,white,single,no
7.21000003814697,30,yes,yes,16,4,female,white,married,yes
6.25,6,yes,yes,16,4,female,white,single,no
3.84999990463257,13,yes,yes,17,3,female,white,married,yes
3.02999997138977,10,no,yes,16,3,female,white,married,no
2.00999999046326,16,no,yes,16,3,female,white,married,yes
3.90000009536743,5,yes,yes,17,4,female,white,married,yes
6.34999990463257,11,yes,yes,17,3,female,white,single,yes
2.0,6,no,yes,14,4,female,white,married,yes
7.69000005722046,22,yes,yes,17,3,male,white,married,yes
2.63000011444092,4,no,yes,12,3,female,white,single,yes
5.0,15,yes,yes,17,4,female,white,married,yes
6.53999996185303,7,no,yes,17,3,female,white,single,yes
5.19000005722046,10,no,yes,16,3,female,white,married,yes
9.75,8,yes,yes,16,3,female,white,married,yes
2.80999994277954,14,no,no,13,3,female,black,married,yes
4.61999988555908,11,yes,yes,17,3,male,white,married,yes
7.32999992370605,34,yes,yes,17,3,male,white,married,yes
7.69000005722046,12,yes,yes,17,4,male,white,married,yes
3.25999999046326,10,yes,yes,17,3,male,white,married,yes
5.76999998092651,11,no,yes,17,2,female,white,single,yes
5.59000015258789,8,yes,yes,17,4,male,white,single,yes
5.13000011444092,28,no,yes,16,3,male,black,single,yes
14.7399997711182,24,yes,yes,17,2,male,white,married,yes
3.67000007629395,8,yes,yes,17,3,female,white,single,yes
9.72999954223633,13,no,yes,17,4,male,white,married,yes
3.46000003814697,4,yes,yes,13,3,male,white,married,yes
6.36999988555908,43,yes,yes,17,4,male,white,married,yes
6.57999992370605,30,no,yes,16,3,female,white,married,yes
10.1499996185303,16,yes,yes,16,3,male,black,single,yes
9.22999954223633,19,yes,yes,17,3,male,white,married,yes
6.75,21,no,yes,17,3,male,white,married,no
10.2200002670288,26,no,yes,17,3,female,white,single,yes
4.76000022888184,8,yes,yes,16,3,male,white,married,yes
1.75999999046326,24,no,yes,17,3,female,white,single,yes
12.7299995422363,15,yes,yes,17,4,male,white,married,yes
5.84999990463257,26,yes,no,12,3,male,white,married,yes
3.17000007629395,6,no,no,16,3,male,white,married,no
5.98999977111816,19,no,no,12,2,male,white,married,yes
4.61999988555908,4,no,no,12,3,male,white,married,yes
1.79999995231628,23,no,yes,13,4,male,white,married,yes
5.94999980926514,25,no,yes,13,4,male,white,married,yes
7.46000003814697,18,no,no,12,3,male,white,married,yes
8.69999980926514,27,no,no,13,2,male,white,married,yes
3.75,16,no,no,10,3,male,white,married,yes
7.69000005722046,20,no,yes,12,3,male,white,married,yes
5.23999977111816,12,no,no,14,3,male,white,married,no
10.1000003814697,35,no,no,12,4,male,white,married,yes
3.75,36,no,no,12,1,male,white,single,yes
5.78999996185303,35,no,no,13,3,male,white,married,yes
5.05999994277954,5,no,yes,17,3,male,white,married,yes
7.96000003814697,15,yes,no,13,4,male,white,married,yes
12.8199996948242,44,yes,no,12,3,male,white,married,yes
8.46000003814697,28,no,no,13,3,male,white,married,yes
3.75999999046326,2,yes,yes,13,4,female,white,single,yes
2.85999989509583,43,no,yes,12,3,male,white,married,yes
11.8100004196167,30,yes,no,10,3,male,white,married,yes
7.69000005722046,26,no,no,12,3,male,white,married,yes
7.21000003814697,40,yes,no,12,3,male,white,married,no
2.88000011444092,7,no,yes,13,4,female,black,single,yes
5.73000001907349,10,yes,no,12,3,female,white,single,yes
4.48999977111816,37,no,yes,12,2,male,white,married,yes
9.56999969482422,27,yes,yes,17,4,male,white,married,yes
3.60999989509583,5,no,yes,17,3,male,white,married,yes
7.76999998092651,14,no,no,13,2,male,white,married,yes
9.22999954223633,16,no,no,16,2,male,white,single,yes
5.57999992370605,4,no,no,17,3,male,white,married,yes
5.34000015258789,39,no,yes,16,3,male,white,married,yes
5.17000007629395,32,yes,yes,12,3,male,white,married,yes
6.40999984741211,16,no,yes,17,4,male,white,married,yes
7.40000009536743,10,no,yes,17,4,female,white,single,yes
6.75,15,no,no,17,4,male,white,married,yes
8.46000003814697,10,no,yes,17,4,male,white,married,yes
4.6100001335144,10,no,no,13,3,female,white,single,yes
8.60999965667725,12,no,no,12,3,female,white,married,no
5.23999977111816,4,no,no,16,4,male,white,single,yes
15.3800001144409,12,no,no,17,3,male,white,single,yes
2.36999988555908,15,no,no,12,4,female,white,married,yes
6.71999979019165,37,no,no,12,4,female,white,single,yes
9.39999961853027,23,no,no,14,4,male,white,married,yes
7.84000015258789,15,no,no,16,3,male,white,married,yes
15.0,10,no,no,17,4,male,white,single,yes
4.69999980926514,14,no,no,12,4,female,white,married,yes
11.2799997329712,17,no,no,13,3,male,white,single,yes
11.9700002670288,24,no,no,16,3,male,white,married,yes
13.9899997711182,13,no,no,17,4,male,white,married,yes
3.0,5,no,no,13,3,female,white,married,yes
3.41000008583069,20,no,no,12,3,female,white,married,yes
9.61999988555908,29,no,no,14,4,male,white,married,yes
6.73000001907349,10,no,no,16,4,male,white,single,yes
9.61999988555908,36,no,yes,13,3,male,white,married,yes
5.19000005722046,15,no,yes,13,3,female,white,married,yes
4.61999988555908,26,no,yes,12,3,female,white,married,yes
5.03000020980835,13,no,yes,14,4,female,white,married,yes
9.84000015258789,26,no,no,14,3,male,white,married,yes
5.28999996185303,9,yes,no,12,3,male,white,married,yes
10.9899997711182,40,no,no,12,1,male,white,married,yes
7.07999992370605,28,yes,no,16,3,male,white,married,no
8.17000007629395,12,no,no,16,2,male,white,single,yes
5.88000011444092,25,no,yes,13,4,female,white,married,yes
7.92000007629395,18,no,no,13,4,female,white,married,yes
4.44000005722046,9,no,no,17,3,male,white,single,yes
6.6399998664856,9,yes,no,13,3,male,white,married,yes
15.8000001907349,30,no,no,17,4,male,white,married,no
9.22999954223633,40,no,no,14,3,female,white,single,yes
12.8199996948242,36,no,no,17,3,male,white,married,yes
14.1800003051758,30,no,no,16,4,male,white,married,yes
11.539999961853,27,yes,yes,12,3,male,white,married,yes
9.39999961853027,22,yes,yes,12,3,male,white,married,yes
10.3900003433228,40,yes,no,13,3,male,white,married,yes
5.53999996185303,40,no,yes,12,3,male,black,married,yes
7.8600001335144,21,no,no,14,3,male,white,married,yes
8.17000007629395,36,yes,no,13,3,male,white,married,no
4.05000019073486,16,no,yes,12,4,female,white,married,yes
7.80999994277954,36,yes,no,10,3,male,white,married,no
2.55999994277954,18,no,no,13,3,male,white,married,yes
12.9799995422363,11,no,no,16,4,male,white,single,yes
41.6699981689453,16,no,no,13,4,male,white,married,no
4.80999994277954,12,no,no,13,4,female,white,married,yes
1.32000005245209,2,yes,no,10,3,male,white,married,yes
3.71000003814697,4,no,no,16,3,male,white,single,yes
4.80999994277954,21,yes,yes,16,3,male,white,married,yes
4.67999982833862,4,no,no,12,3,male,white,single,yes
8.21000003814697,32,yes,yes,17,2,female,white,single,yes
4.03000020980835,7,no,no,16,3,female,white,single,yes
4.80999994277954,5,no,no,13,3,male,white,single,no
15.6300001144409,23,no,no,16,3,male,white,married,yes
7.69000005722046,23,yes,no,5,3,male,white,married,yes
7.17000007629395,14,no,no,13,3,male,white,married,yes
8.07999992370605,13,no,no,16,4,male,white,married,yes
9.02999973297119,28,no,no,13,3,male,white,married,yes
6.75,35,no,no,14,4,male,white,married,yes
8.4399995803833,16,no,no,13,4,male,white,married,yes
6.0,12,no,yes,17,4,male,white,married,yes
6.15000009536743,7,no,yes,17,3,male,white,married,yes
4.09999990463257,25,no,yes,12,3,male,white,married,yes
14.1700000762939,22,yes,no,13,3,male,white,married,yes
6.40999984741211,22,no,yes,17,3,male,white,married,yes
31.0900001525879,32,no,no,13,3,male,white,married,no
10.289999961853,35,no,yes,13,4,male,white,married,yes
5.05999994277954,28,no,no,12,3,male,white,married,yes
6.36999988555908,18,no,no,13,3,male,white,married,yes
2.98000001907349,11,no,no,17,3,female,white,single,yes
13.2799997329712,40,no,no,13,3,male,white,married,yes
4.19999980926514,10,no,no,13,2,male,white,married,yes
8.92000007629395,40,no,yes,12,3,male,white,married,yes
2.63000011444092,7,no,no,16,3,female,white,married,yes
26.2399997711182,24,no,no,12,3,male,white,married,yes
7.53999996185303,36,no,no,12,4,male,white,single,yes
8.64999961853027,34,no,yes,13,3,male,white,married,yes
20.9899997711182,44,no,no,16,3,male,white,married,yes
10.2600002288818,44,no,yes,13,3,male,white,married,yes
8.55000019073486,30,no,no,16,3,male,white,married,yes
2.07999992370605,23,no,no,12,4,male,white,married,yes
3.0,5,no,no,13,3,male,white,single,no
6.01000022888184,25,no,yes,16,4,male,white,married,yes
10.0500001907349,14,no,no,13,4,male,white,single,yes
5.73000001907349,5,no,no,12,3,male,white,married,yes
5.92999982833862,20,no,no,12,3,male,white,married,yes
4.48999977111816,1,no,no,10,2,male,white,single,yes
5.65999984741211,13,no,no,16,4,male,white,single,yes
10.1899995803833,15,no,no,12,4,male,white,married,yes
20.9899997711182,35,no,no,12,3,male,white,married,yes
9.05000019073486,20,no,no,12,4,male,white,married,yes
3.92000007629395,12,no,yes,12,5,male,white,married,yes
4.28000020980835,7,no,yes,16,4,female,white,single,yes
2.75,7,no,no,16,3,female,white,single,yes
2.88000011444092,32,no,no,12,4,male,white,married,yes
6.40999984741211,13,no,no,13,3,male,white,married,yes
7.69000005722046,15,no,yes,13,3,male,white,married,yes
3.75,33,no,yes,10,3,female,white,single,no
6.40999984741211,48,no,no,8,3,male,white,married,yes
11.539999961853,38,no,no,16,4,male,white,married,yes
11.3999996185303,28,no,yes,16,3,male,white,married,yes
2.20000004768372,18,no,no,13,4,female,white,married,yes
1.64999997615814,24,no,yes,13,1,female,white,single,yes
6.59000015258789,27,no,yes,12,3,male,white,single,yes
11.0600004196167,24,no,no,5,3,male,white,married,yes
1.62999999523163,16,no,yes,10,3,male,white,married,yes
3.57999992370605,44,no,no,12,3,female,white,married,yes
12.3100004196167,14,no,no,16,4,male,white,married,yes
6.65999984741211,16,no,no,12,3,male,white,married,yes
10.5299997329712,18,no,yes,16,3,female,white,married,yes
1.91999995708466,18,no,yes,13,2,female,white,married,yes
19.2299995422363,15,no,no,13,4,male,white,married,yes
7.21000003814697,41,no,no,12,4,male,white,married,yes
25.6399993896484,28,no,no,16,3,male,white,married,yes
3.84999990463257,24,no,no,12,3,male,white,married,yes
10.9899997711182,13,no,no,12,3,male,white,married,yes
10.0200004577637,22,no,no,13,3,male,white,married,yes
5.30999994277954,18,no,no,13,4,male,white,married,yes
7.19000005722046,40,no,no,13,3,male,white,married,yes
3.8199999332428,17,no,no,13,4,male,white,married,yes
9.61999988555908,17,no,no,12,3,male,white,married,yes
9.61999988555908,20,no,no,16,4,male,white,married,yes
3.84999990463257,30,no,yes,12,4,male,white,married,yes
7.5,30,no,no,12,3,male,white,married,yes
6.92000007629395,22,no,yes,12,4,male,white,married,yes
7.69000005722046,7,no,no,12,4,male,white,married,yes
9.22999954223633,23,no,no,14,3,male,white,single,yes
1.26999998092651,8,no,no,13,3,female,white,married,yes
4.82000017166138,31,no,no,10,4,male,white,married,yes
6.75,30,no,no,12,3,male,white,married,yes
8.55000019073486,26,no,no,13,2,male,white,single,yes
6.40999984741211,24,yes,no,12,4,male,white,married,yes
7.44000005722046,12,yes,no,13,3,male,white,married,yes
1.32000005245209,37,no,no,12,3,female,white,married,yes
4.80999994277954,16,no,no,14,4,female,white,single,yes
14.3500003814697,23,no,yes,16,3,male,white,married,yes
2.40000009536743,9,no,no,10,2,male,white,married,yes
3.07999992370605,14,no,yes,14,2,male,white,married,yes
10.6599998474121,8,no,no,13,5,male,white,single,yes
7.69000005722046,41,no,no,16,2,male,white,married,yes
2.53999996185303,5,no,no,13,4,male,white,single,yes
6.38000011444092,30,no,no,12,3,male,white,married,yes
4.80999994277954,12,no,yes,17,4,male,white,married,yes
3.8199999332428,24,no,no,12,3,female,white,single,yes
7.40000009536743,19,no,no,13,3,male,white,married,yes
7.69000005722046,20,no,no,12,4,male,white,married,yes
8.23999977111816,23,no,yes,14,2,female,white,married,yes
2.63000011444092,3,no,no,8,3,male,white,single,yes
5.30999994277954,20,no,no,13,4,male,white,married,yes
3.0,45,no,no,5,2,male,white,married,yes
5.69999980926514,31,no,no,12,3,male,white,married,yes
17.4899997711182,23,no,no,13,4,male,white,married,yes
3.89000010490417,7,no,yes,13,3,male,white,single,yes
16.1399993896484,23,yes,no,10,3,male,white,married,yes
18.3199996948242,25,no,no,13,3,male,white,married,yes
10.4200000762939,28,yes,no,8,3,male,white,married,no
24.7299995422363,36,no,no,12,3,male,white,married,yes
7.6100001335144,14,no,no,13,3,male,white,married,yes
10.0,41,no,no,17,4,male,white,married,yes
1.67999994754791,15,no,no,10,3,male,white,married,yes
5.09999990463257,34,no,yes,17,4,male,black,married,no
7.71999979019165,20,no,no,16,3,male,white,married,yes
13.460000038147,20,no,no,16,4,male,white,married,yes
17.4799995422363,35,no,no,17,4,male,white,married,yes
1.91999995708466,25,no,no,10,3,male,black,married,yes
5.09000015258789,38,no,no,13,4,male,white,married,yes
6.36999988555908,16,no,no,17,3,female,white,single,yes
5.44999980926514,6,no,no,16,2,male,white,single,yes
3.8199999332428,14,no,no,13,3,male,white,married,yes
20.8600006103516,34,no,no,8,4,male,white,married,yes
6.19999980926514,8,no,yes,17,4,male,white,single,yes
26.2199993133545,17,no,yes,17,3,male,white,married,yes
2.5,27,no,yes,12,3,male,white,married,yes
8.10000038146973,13,no,no,13,3,male,white,single,yes
6.21000003814697,42,no,no,12,3,male,white,married,yes
5.23999977111816,11,no,no,16,4,male,white,married,yes
5.57000017166138,12,no,no,12,4,male,white,married,yes
7.59999990463257,43,no,no,12,4,male,white,married,yes
17.4899997711182,18,no,no,16,3,male,white,married,yes
10.1000003814697,17,no,no,16,3,male,white,single,yes
4.32999992370605,4,no,no,13,2,male,white,single,yes
5.38000011444092,40,no,no,12,4,male,white,married,yes
5.69999980926514,14,no,no,16,4,male,white,married,yes
15.7299995422363,32,no,no,12,3,male,white,married,yes
3.16000008583069,13,no,yes,12,3,female,white,married,yes
7.63000011444092,34,yes,no,13,3,male,white,single,no
7.69000005722046,10,no,no,16,3,male,white,single,yes
3.5699999332428,25,no,no,10,3,male,white,single,yes
5.92000007629395,11,no,no,13,4,male,white,married,yes
13.1199998855591,40,no,no,13,3,male,white,married,yes
38.8600006103516,29,no,no,13,3,male,white,married,yes
1.91999995708466,30,no,no,13,3,female,white,single,no
10.1199998855591,20,yes,no,16,3,male,white,married,yes
12.8199996948242,12,no,no,16,4,male,white,married,yes
5.48999977111816,20,no,no,13,4,female,white,single,yes
14.789999961853,29,no,no,17,3,male,white,married,yes
10.1899995803833,15,no,no,17,2,male,white,married,yes
2.10999989509583,37,yes,no,10,3,female,white,single,yes
9.27999973297119,11,no,no,13,3,male,white,single,yes
5.32999992370605,19,no,no,13,4,male,white,married,yes
9.13000011444092,13,no,no,13,3,male,white,married,yes
9.89000034332275,41,no,no,10,3,male,white,married,yes
6.36999988555908,11,no,no,10,3,male,white,married,yes
4.0,26,no,no,12,3,female,white,single,yes
5.09000015258789,7,no,no,13,4,male,white,married,yes
5.13000011444092,21,no,no,12,4,male,white,married,yes
2.47000002861023,1,no,no,16,4,female,white,single,yes
3.28999996185303,26,no,no,10,3,female,white,married,yes
3.95000004768372,1,no,no,12,3,female,white,single,yes
3.03999996185303,12,no,no,12,3,female,white,married,yes
2.26999998092651,3,no,no,12,2,female,white,married,yes
3.33999991416931,5,no,no,12,3,female,white,married,yes
4.90000009536743,5,yes,no,13,2,male,white,single,yes
7.21000003814697,6,no,no,14,3,male,white,married,yes
3.44000005722046,1,no,no,12,4,male,white,single,yes
2.40000009536743,6,no,no,12,4,female,white,married,yes
8.26000022888184,38,no,no,12,3,male,white,married,yes
10.6800003051758,38,no,no,12,3,male,white,married,yes
4.61999988555908,37,no,no,13,3,male,white,married,yes
7.55000019073486,26,no,no,13,4,male,white,married,yes
6.75,42,no,no,13,3,male,white,married,no
7.69000005722046,42,no,no,12,3,male,white,married,yes
7.25,10,no,no,14,3,male,white,married,yes
8.73999977111816,16,no,no,12,4,male,white,married,yes
4.61999988555908,34,no,no,13,2,male,white,married,yes
3.32999992370605,17,no,no,12,2,male,white,single,yes
4.80999994277954,12,no,no,12,3,female,white,single,yes
4.57999992370605,24,no,no,12,3,male,white,married,yes
4.09000015258789,3,no,no,13,3,female,white,married,yes
1.83000004291534,3,no,no,13,4,female,white,single,no
3.32999992370605,14,no,no,10,3,male,white,married,yes
4.71999979019165,3,no,no,12,3,female,white,single,no
3.05999994277954,32,no,no,12,4,male,white,married,yes
4.94999980926514,9,no,no,13,4,male,white,married,yes
11.539999961853,34,no,no,13,3,male,white,married,yes
5.63000011444092,5,no,no,14,3,male,white,married,yes
4.05000019073486,10,no,no,12,2,female,white,married,yes
1.1599999666214,2,no,no,13,4,female,white,single,yes
4.09999990463257,34,no,no,8,3,female,white,married,yes
2.46000003814697,17,no,no,12,3,female,white,married,yes
4.1100001335144,10,no,yes,12,4,female,white,single,yes
6.1100001335144,44,no,no,13,3,female,white,married,yes
4.46999979019165,11,no,no,12,4,female,white,married,yes
4.61999988555908,3,no,no,12,4,female,white,single,yes
1.27999997138977,2,no,yes,13,3,female,white,married,yes
4.40000009536743,25,no,no,12,4,female,white,single,yes
1.26999998092651,12,no,yes,12,3,female,white,married,yes
3.95000004768372,10,no,no,12,4,female,white,single,yes
3.64000010490417,8,no,no,12,3,male,white,single,no
3.75,5,no,no,14,4,female,white,single,yes
3.21000003814697,12,no,no,13,4,female,white,single,yes
2.63000011444092,6,no,yes,13,3,female,white,married,yes
5.6399998664856,9,no,no,16,3,male,white,married,yes
3.0,2,no,no,12,4,female,white,single,yes
1.98000001907349,7,no,no,12,4,female,white,married,yes
4.80999994277954,26,no,no,12,3,female,white,single,yes
2.63000011444092,13,no,yes,13,4,female,white,married,yes
3.16000008583069,27,no,no,12,3,female,white,married,yes
6.26999998092651,3,yes,yes,13,3,male,white,single,yes
4.05000019073486,8,no,no,13,3,female,white,single,yes
1.98000001907349,8,no,no,16,3,female,white,married,yes
2.1800000667572,2,no,no,12,4,female,white,married,yes
2.63000011444092,4,no,no,12,4,female,white,married,yes
2.4300000667572,1,no,no,10,4,female,white,single,yes
1.98000001907349,4,no,no,12,4,female,white,single,yes
4.09000015258789,5,no,no,12,4,female,white,married,yes
2.5,12,no,yes,12,3,female,white,single,yes
2.50999999046326,4,no,no,12,5,female,white,single,yes
3.84999990463257,7,yes,no,10,4,female,white,single,yes
5.13000011444092,5,no,no,12,4,male,white,single,yes
4.80999994277954,5,no,no,12,3,female,white,single,yes
4.80999994277954,3,no,yes,13,4,male,white,single,yes
7.07000017166138,8,yes,no,13,3,female,black,single,yes
2.30999994277954,3,no,yes,13,4,female,white,single,yes
3.89000010490417,4,no,no,16,4,female,black,single,yes
1.98000001907349,25,no,no,12,2,female,white,single,yes
3.75,31,no,no,12,4,female,white,single,no
1.25,5,no,no,12,4,female,white,married,yes
7.63000011444092,11,no,yes,16,4,male,white,single,yes
6.53999996185303,8,no,no,13,3,female,black,single,yes
13.1300001144409,24,no,no,16,3,male,white,married,yes
4.40000009536743,3,no,no,13,5,female,white,single,yes
7.69000005722046,16,no,no,13,3,female,black,married,yes
3.84999990463257,7,no,no,10,3,male,white,married,yes
7.69000005722046,25,no,no,12,3,male,white,married,yes
5.0,19,no,no,13,3,male,white,single,yes
8.9399995803833,31,yes,no,10,3,male,white,married,yes
